Date,Open,High,Low,Close ,Adj Close ,Volume,Currency
1-Feb-16,67.87,68.901,67.31,68.73,68.73,NULL,INR
1-Jan-16,66.193,68.235,66.03,68.093,68.093,NULL,INR
1-Dec-15,66.508,67.173,65.66,66.455,66.455,NULL,INR
1-Nov-15,65.415,66.91,65.26,66.9,66.9,NULL,INR
1-Oct-15,65.548,65.72,64.55,65.444,65.444,NULL,INR
1-Sep-15,66.35,66.906,65.31,65.92,65.92,NULL,INR
1-Aug-15,63.98,67.06,63.47,66.143,66.143,NULL,INR
1-Jul-15,63.59,64.263,63.21,64.118,64.118,NULL,INR
1-Jun-15,63.736,64.315,63.36,63.724,63.724,NULL,INR
1-May-15,63.523,64.42,62.83,63.825,63.825,NULL,INR
1-Apr-15,62.313,63.78,61.51,63.442,63.442,NULL,INR
1-Mar-15,61.651,63.08,61.63,62.509,62.509,NULL,INR
1-Feb-15,62.013,62.53,61.27,61.754,61.754,NULL,INR
1-Jan-15,63.028,63.618,61.07,62.013,62.013,NULL,INR
1-Dec-14,62.203,63.95,54.7,63.378,63.378,NULL,INR
1-Nov-14,61.398,62.24,61.17,61.853,61.853,NULL,INR
1-Oct-14,61.82,62,60.74,61.433,61.433,NULL,INR
1-Sep-14,60.513,62.01,60.07,61.553,61.553,NULL,INR
1-Aug-14,60.548,61.72,60.27,60.513,60.513,NULL,INR
1-Jul-14,60.053,60.88,59.24,60.25,60.25,NULL,INR
1-Jun-14,59.188,60.53,58.77,60.038,60.038,NULL,INR
1-May-14,60.12,60.338,58.17,58.9,58.9,NULL,INR
1-Apr-14,60.008,61.2,59.593,60.418,60.418,NULL,INR
1-Mar-14,61.788,62.17,59.64,59.84,59.84,NULL,INR
1-Feb-14,62.678,62.87,61.63,62.02,62.02,NULL,INR
1-Jan-14,61.84,63.38,61.14,62.31,62.31,NULL,INR
1-Dec-13,62.392,62.65,60.73,61.78,61.78,NULL,INR
1-Nov-13,62.22,63.96,61.43,62.392,62.392,NULL,INR
1-Oct-13,62.58,63.45,59.89,61.32,61.32,NULL,INR
1-Sep-13,66.59,68.61,61.6,62.91,62.91,NULL,INR
1-Aug-13,60.63,69.21,60.2,65.698,65.698,NULL,INR
1-Jul-13,59.526,61.385,58.56,60.808,60.808,NULL,INR
1-Jun-13,56.5,60.748,56.308,59.526,59.526,NULL,INR
1-May-13,53.748,56.748,53.6,56.378,56.378,NULL,INR
1-Apr-13,54.28,54.923,53.678,54.228,54.228,NULL,INR
1-Mar-13,54.363,55.13,53.898,54.278,54.278,NULL,INR
1-Feb-13,53.213,54.613,52.883,53.858,53.858,NULL,INR
1-Jan-13,54.993,55.368,53.068,53.303,53.303,NULL,INR
1-Dec-12,54.258,55.268,54.023,54.753,54.753,NULL,INR
1-Nov-12,53.823,55.87,53.6,54.838,54.838,NULL,INR
1-Oct-12,52.848,54.2,51.403,53.958,53.958,NULL,INR
1-Sep-12,55.518,56.02,52.498,52.848,52.848,NULL,INR
1-Aug-12,55.648,56.193,54.9,55.628,55.628,NULL,INR
1-Jul-12,55.57,56.428,54.17,55.423,55.423,NULL,INR
1-Jun-12,56.238,57.33,54.35,55.503,55.503,NULL,INR
1-May-12,52.58,56.488,52.5,56.228,56.228,NULL,INR
1-Apr-12,50.813,52.86,50.51,52.538,52.538,NULL,INR
1-Mar-12,49.075,51.48,48.9,50.868,50.868,NULL,INR
1-Feb-12,49.5,49.75,48.55,49.068,49.068,NULL,INR
1-Jan-12,53.1,53.33,49.295,52.493,52.493,NULL,INR
1-Dec-11,51.73,54.303,51.05,53,53,NULL,INR
1-Nov-11,48.69,52.72,48.69,51.903,51.903,NULL,INR
1-Oct-11,49.45,50.313,48.603,48.628,48.628,NULL,INR
1-Sep-11,45.663,49.89,40.7,48.86,48.86,NULL,INR
1-Aug-11,44.18,46.2,44.025,45.94,45.94,NULL,INR
1-Jul-11,44.593,44.75,43.8525,44.01,44.01,NULL,INR
1-Jun-11,44.96,45.13,44.55,44.76,44.76,NULL,INR
1-May-11,44.215,45.42,44.215,45.083,45.083,NULL,INR
1-Apr-11,44.548,44.69,43.93,44.3,44.3,NULL,INR
1-Mar-11,45.26,45.36,44.39,44.61,44.61,NULL,INR
1-Feb-11,45.8,45.865,44.918,45.25,45.25,NULL,INR
1-Jan-11,44.818,46.01,44.6,45.838,45.838,NULL,INR
1-Dec-10,45.77,45.81,44.5,44.81,44.81,NULL,INR
1-Nov-10,44.32,46.11,43.84,45.8,45.8,NULL,INR
1-Oct-10,44.94,44.94,42.21,44.42,44.42,NULL,INR
1-Sep-10,47.028,47.028,44.563,44.69,44.69,NULL,INR
1-Aug-10,46.368,47.103,45.94,46.873,46.873,NULL,INR
1-Jul-10,46.678,47.428,46.08,46.36,46.36,NULL,INR
1-Jun-10,46.358,47.4,45.54,46.4,46.4,NULL,INR
1-May-10,44.218,47.73,44.218,46.358,46.358,NULL,INR
1-Apr-10,44.733,44.89,44.12,44.25,44.25,NULL,INR
1-Mar-10,45.968,46.134,44.79,44.8,44.8,NULL,INR
1-Feb-10,46.098,46.868,45.9,46.068,46.068,NULL,INR
1-Jan-10,46.4,46.645,45.223,46.098,46.098,NULL,INR
